WKT,date,time,victims
"POINT (25.3347463459 43.345963856)",12.10.2024,11:09,injured
"POINT (26.2302158833 43.3463354833)",21.5.2024,20:50,injured
"POINT (26.2219006 43.3478027)",26.10.2024,11:25,injured
"POINT (27.20061 43.34831)",9.8.2021,18:15,died
"POINT (24.63722 43.35759)",4.8.2021,20:29,injured
"POINT (25.63756 43.37418)",11.12.2022,19:00,injured
"POINT (23.4538088167 43.38228)",22.6.2024,13:55,unharmed
"POINT (23.4538088167 43.38228)",22.6.2024,13:55,injured
"POINT (28.0526358476 43.3862884215)",23.6.2024,11:35,injured
"POINT (24.516199 43.389639)",28.8.2024,09:55,injured
"POINT (25.15093268 43.39233901)",23.8.2024,20:55,unharmed
"POINT (24.5135 43.3945)",14.8.2021,19:40,injured
"POINT (23.11868 43.39572)",27.6.2022,07:00,died
"POINT (24.6235353226 43.3979396465)",5.4.2024,14:10,injured
"POINT (23.23237 43.39997)",28.6.2022,07:50,injured
"POINT (24.5195 43.4023)",22.4.2022,13:00,unharmed
"POINT (23.22889 43.40282)",6.8.2021,20:30,injured
"POINT (23.1504064624 43.4030740954)",20.12.2024,18:00,injured
"POINT (23.22853 43.40337)",21.2.2022,18:30,injured
"POINT (24.63076 43.40376)",31.7.2021,12:05,injured
"POINT (24.62092 43.40434)",11.5.2021,13:59,injured
"POINT (23.23986 43.40523)",7.6.2023,17:10,died
"POINT (24.62373 43.40631)",24.2.2022,18:35,injured
"POINT (23.2253186833 43.4067873667)",15.4.2024,13:40,injured
"POINT (28.1607483218 43.4103034848)",13.8.2024,23:55,injured
"POINT (23.22976 43.41096)",24.11.2021,08:20,injured
"POINT (23.22072 43.4119)",12.8.2021,21:00,injured
"POINT (23.2123156828 43.4120225157)",2.1.2025,10:40,injured
"POINT (23.9357377777 43.4123433333)",13.10.2024,19:15,injured
"POINT (23.22281 43.41276)",18.7.2022,17:25,injured
"POINT (24.6975 43.4129)",9.7.2022,20:05,injured
"POINT (24.62001 43.41328)",24.9.2021,18:35,injured
"POINT (24.6542915667 43.4137159667)",18.12.2024,15:45,injured
"POINT (23.22626 43.41376)",22.5.2021,11:00,injured
"POINT (23.21956 43.41389)",27.6.2022,14:25,injured
"POINT (24.63052 43.41443)",26.9.2021,17:35,injured
"POINT (23.22716 43.41541)",16.11.2023,08:30,unharmed
"POINT (23.2216258 43.4165238167)",26.6.2024,13:10,injured
"POINT (23.22704 43.41727)",28.6.2021,10:45,unharmed
"POINT (23.22824 43.4176)",26.6.2022,19:20,injured
"POINT (23.23071 43.41767)",4.3.2021,16:10,injured
"POINT (24.6195568 43.4180061167)",14.11.2024,10:15,injured
"POINT (24.61934 43.41838)",8.6.2022,20:40,injured
"POINT (24.6070737432 43.418496866)",19.12.2024,15:00,unharmed
"POINT (23.22804 43.42036)",29.11.2021,17:20,injured
"POINT (23.22777 43.42043)",19.3.2023,11:25,injured
"POINT (24.61655 43.42273)",18.6.2021,15:10,injured
"POINT (23.9534059999 43.4243522222)",21.8.2024,18:40,injured
"POINT (24.5215174167 43.4248021167)",24.12.2024,14:38,injured
"POINT (27.7136294 43.4289127)",13.8.2024,19:20,injured
"POINT (28.32603 43.43166)",25.6.2022,20:35,injured
"POINT (28.33771 43.43527)",27.10.2022,16:05,unharmed
"POINT (24.5661 43.44241)",15.3.2021,07:35,injured
"POINT (24.60297 43.44471)",17.5.2022,12:00,unharmed
"POINT (24.54002 43.46181)",7.6.2022,07:35,injured
"POINT (25.908006017 43.463250991)",2.3.2025,18:36,injured
"POINT (23.93537 43.46602)",25.4.2021,17:25,injured
"POINT (28.42263 43.4662)",24.7.2023,16:50,injured
"POINT (23.94404 43.4705)",29.6.2021,23:15,died
"POINT (26.1231963 43.4713259)",20.7.2023,10:00,injured
"POINT (23.93897 43.47211)",5.2.2021,11:50,injured
"POINT (28.34018 43.47556)",17.12.2022,18:05,injured
"POINT (23.92905 43.4785)",4.3.2021,15:45,injured
"POINT (28.40653 43.4862)",3.5.2021,13:30,unharmed
"POINT (28.0674366466 43.4901256081)",8.9.2024,20:45,injured
"POINT (24.0841684481 43.5046443433)",11.7.2024,12:30,injured
"POINT (24.2157231775 43.5171783091)",20.6.2024,08:15,injured
"POINT (24.21575 43.52083)",19.3.2021,11:16,injured
"POINT (26.5197914556 43.5270669453)",20.4.2024,10:30,injured
"POINT (23.51584 43.52846)",14.4.2023,15:40,injured
"POINT (24.615995 43.533727)",18.6.2024,19:06,injured
"POINT (27.825596 43.552447)",15.1.2024,07:57,injured
"POINT (27.88837 43.55639)",25.10.2021,10:00,injured
"POINT (27.830045 43.564754)",10.4.2024,15:40,injured
"POINT (27.83447 43.56619)",2.8.2021,12:45,injured
"POINT (26.7255373 43.567877)",29.8.2024,20:30,injured
"POINT (24.27842 43.57157)",16.4.2022,13:30,unharmed
"POINT (24.27842 43.57157)",16.4.2022,13:30,injured
"POINT (27.828307 43.579375)",27.4.2024,07:45,unharmed
"POINT (27.78067 43.58707)",30.9.2022,08:09,injured
"POINT (24.88345 43.58794)",20.12.2021,10:05,died
"POINT (27.8596564 43.5938129)",25.11.2024,13:15,injured
"POINT (25.51441 43.60782)",7.11.2022,19:25,died
"POINT (25.36410486 43.60918906)",28.9.2024,14:35,injured
"POINT (23.30485 43.61447)",24.6.2021,17:35,injured
"POINT (27.10564 43.62097)",17.9.2022,16:40,unharmed
"POINT (23.17542 43.62347)",17.8.2021,21:10,injured
"POINT (27.7089339144 43.6290113915)",2.4.2024,11:40,injured
"POINT (23.3697012667 43.63919605)",3.11.2024,20:30,injured
"POINT (27.366135 43.641312)",30.8.2024,13:30,injured
"POINT (26.7677862 43.6423697)",29.7.2024,23:24,injured
"POINT (25.1298321932 43.6470272095)",11.4.2024,11:20,injured
"POINT (25.1248487037 43.6490456528)",23.3.2024,16:15,injured
"POINT (22.8407977974 43.6760741254)",16.8.2024,17:20,injured
"POINT (23.84387 43.690738)",10.6.2024,16:10,injured
"POINT (24.482359 43.697578)",18.9.2024,08:15,injured
"POINT (28.0354619715 43.6996753012)",11.7.2024,13:26,injured
"POINT (23.03244 43.70391)",10.7.2021,15:45,injured
"POINT (26.83161649 43.71471307)",28.2.2024,11:30,injured
"POINT (23.1267265333 43.7154531833)",19.7.2024,17:00,injured
"POINT (26.8338348645 43.7158852974)",22.11.2024,16:30,unharmed
"POINT (23.959353 43.726781)",29.6.2024,15:00,injured
"POINT (23.1600436776 43.7350555622)",29.1.2024,20:00,injured
"POINT (23.1600436776 43.7350555622)",29.1.2024,20:00,injured
"POINT (23.1600436776 43.7350555622)",29.1.2024,20:00,injured
"POINT (23.1600436776 43.7350555622)",29.1.2024,20:00,injured
"POINT (22.72485 43.73888)",11.4.2022,07:10,injured
"POINT (22.72617 43.74037)",6.2.2022,18:00,injured
"POINT (27.4073104597 43.7493933044)",26.9.2024,13:40,injured
"POINT (23.7314619833 43.7628815167)",25.11.2024,11:45,died
"POINT (22.6426770833 43.7671026167)",27.3.2024,10:00,injured
"POINT (26.4979347654 43.7974435828)",21.5.2024,11:31,injured
"POINT (22.93286 43.80566)",9.12.2021,19:00,died
"POINT (22.91773 43.80661)",30.10.2023,19:30,injured
"POINT (22.91773 43.80661)",30.10.2023,19:30,injured
"POINT (23.24398 43.80805)",9.8.2021,09:05,unharmed
"POINT (25.9820109 43.8146411)",2.11.2024,17:25,injured
"POINT (23.25231 43.81708)",28.4.2021,13:30,injured
"POINT (25.9388503519 43.8182097203)",15.4.2024,16:45,injured
"POINT (23.22636 43.83041)",23.4.2021,13:10,unharmed
"POINT (23.23347 43.83238)",9.3.2023,19:50,unharmed
"POINT (25.9708845403 43.8401466145)",3.1.2025,11:00,unharmed
"POINT (25.9517697 43.8401728167)",26.2.2024,11:40,injured
"POINT (25.951693 43.840487)",8.2.2024,15:00,unharmed
"POINT (25.9478329863 43.8428217729)",9.8.2024,10:40,injured
"POINT (25.975118 43.845419)",9.1.2025,14:59,injured
"POINT (25.9617377 43.8461124)",29.1.2025,14:50,injured
"POINT (25.9522592 43.8463946)",8.11.2024,16:40,injured
"POINT (25.9633256 43.8465235)",29.11.2024,18:50,injured
"POINT (25.9719226333 43.84722835)",26.8.2024,12:20,injured
"POINT (25.9533413833 43.8509230333)",3.2.2025,14:20,unharmed
"POINT (25.9569859 43.8521999145)",27.7.2024,10:00,injured
"POINT (26.0065713333 43.8532357167)",17.12.2024,08:20,died
"POINT (25.9822 43.8542)",23.2.2021,08:33,injured
"POINT (25.9677664141 43.8567604942)",3.10.2024,16:50,injured
"POINT (22.5219 43.88805)",12.7.2021,17:15,injured
"POINT (22.8201844328 43.9053638272)",26.5.2024,17:00,unharmed
"POINT (26.0747630333 43.9148343833)",20.9.2024,19:20,injured
"POINT (26.2134782007 43.9438360303)",8.7.2024,07:45,injured
"POINT (22.86283 43.96325)",3.5.2022,08:35,injured
"POINT (22.87168 43.9871)",5.8.2023,22:20,injured
"POINT (22.87976 43.98939)",16.2.2023,18:20,unharmed
"POINT (22.85387 43.98945)",25.6.2023,20:10,injured
"POINT (22.8656 43.99028)",9.5.2022,17:44,injured
"POINT (22.87085 43.9919)",6.4.2022,09:25,injured
"POINT (22.85878 43.99308)",8.12.2023,11:20,injured
"POINT (22.8758745482 43.9931441103)",12.4.2024,12:30,injured
"POINT (22.87648 43.99427)",25.10.2023,18:20,injured
"POINT (22.86687 43.99438)",26.8.2022,12:15,unharmed
"POINT (22.8687 43.99566)",18.5.2021,08:25,unharmed
"POINT (22.86759 43.99579)",22.7.2023,10:40,injured
"POINT (22.8831 43.99645)",7.1.2021,14:30,injured
"POINT (22.8749893063 43.9977172228)",20.8.2024,11:42,injured
"POINT (22.87804 43.9981)",11.6.2021,09:25,injured
"POINT (22.8780206856 43.9982028749)",25.6.2024,20:00,injured
"POINT (22.9186618 44.006571)",28.2.2024,17:55,died
"POINT (22.89861 44.00751)",2.3.2021,13:00,injured
"POINT (22.9158458447 44.0205792347)",7.1.2025,05:50,died
"POINT (27.26576 44.10612)",29.4.2021,16:18,injured
"POINT (27.2557949058 44.1128424993)",19.6.2024,09:15,injured
"POINT (27.26856 44.11357)",9.11.2022,13:40,unharmed
"POINT (27.27065 44.11402)",7.6.2021,11:35,injured
"POINT (27.2665991734 44.1145018656)",3.8.2024,17:20,injured
"POINT (27.2664504 44.1146014)",29.3.2024,15:40,injured
"POINT (22.64246 44.1441)",18.8.2022,21:00,injured
"POINT (25.953802 44.846162)",24.7.2024,21:13,unharmed
