WKT,Категория,Категория #,Град/район,Име,name,description,Категория #
"LINESTRING (23.348069 42.698074, 23.348562 42.696394)",Удобни,3.0,София,Line 216,,,
"LINESTRING (23.34903 42.697797, 23.349394 42.696493)",Удобни,3.0,София,Line 217,,,
"LINESTRING (23.321341 42.682649, 23.323578 42.682653, 23.324415 42.682929, 23.321642 42.68203)",Удобни,3.0,София,Line 218,,,
"LINESTRING (23.325638 42.682409, 23.324905 42.68148, 23.326075 42.680879, 23.327835 42.680559, 23.328951 42.680472, 23.331522 42.680908)",Удобни,3.0,София,Line 219,,,
"LINESTRING (23.299032 42.677133, 23.299792 42.677573, 23.300756 42.678681, 23.301762 42.678873, 23.301828 42.678942)",Удобни,3.0,София,Line 74,,,
"LINESTRING (23.34431 42.689091, 23.343901 42.690984)",Удобни,3.0,София,Line 220,,,
"LINESTRING (23.340073 42.68727, 23.34081 42.687807)",Удобни,3.0,София,Line 221,,,
"LINESTRING (23.34401 42.690443, 23.342219 42.690226, 23.34135 42.690053)",Удобни,3.0,София,Line 222,,,
"LINESTRING (23.344641 42.696549, 23.344608 42.697572, 23.344927 42.698054)",Удобни,3.0,София,Line 223,,,
"LINESTRING (23.340955 42.688374, 23.345148 42.685389)",Удобни,3.0,София,Line 227,,,
"LINESTRING (23.2991 42.677837, 23.299517 42.678449)",Удобни,3.0,София,Line 228,,,
"LINESTRING (23.358084 42.67975, 23.357739 42.679998, 23.356894 42.68089)",Удобни,3.0,София,Line 228,,,
"LINESTRING (23.347878 42.672574, 23.350163 42.671705, 23.350603 42.671437, 23.350977 42.671169)",Удобни,3.0,София,Line 229,,,
"LINESTRING (23.374765 42.648865, 23.374683 42.648865, 23.374141 42.649183, 23.372001 42.649684, 23.371357 42.650163, 23.370638 42.650656, 23.371373 42.651252, 23.370061 42.652261, 23.369679 42.652041, 23.369324 42.652283, 23.368657 42.652706, 23.368733 42.652764, 23.368517 42.65289, 23.36759 42.65285)",Удобни,3.0,София,Line 14,,,
"LINESTRING (23.351173 42.662015, 23.349552 42.663943, 23.349338 42.663849, 23.349188 42.664006, 23.348576 42.663793, 23.347825 42.664582, 23.34719 42.668634, 23.346942 42.669687)",Удобни,3.0,София,Line 78,,,
"LINESTRING (23.351173 42.662015, 23.352139 42.660378, 23.35164 42.660125, 23.351667 42.659904, 23.351383 42.659533, 23.351881 42.659068)",Удобни,3.0,София,Line 69,,,
"LINESTRING (23.35854 42.651239, 23.35837 42.650955, 23.358713 42.650863, 23.359636 42.651845, 23.360542 42.652512, 23.360801 42.652627, 23.362144 42.652743, 23.365242 42.653501)",Удобни,3.0,София,Line 232,,,
"LINESTRING (23.365242 42.653501, 23.365512 42.65208, 23.365394 42.651497, 23.364461 42.650029)",Удобни,3.0,София,Line 233,,,
"LINESTRING (23.343377 42.667168, 23.344665 42.667306, 23.347368 42.66746)",Удобни,3.0,София,Line 234,,,
"LINESTRING (23.31082 42.679437, 23.31267 42.6786, 23.313742 42.679846, 23.314059 42.679696, 23.315417 42.68135)",Удобни,3.0,София,Line 235,,,
"LINESTRING (23.348264 42.695572, 23.348769 42.695552, 23.350764 42.69571, 23.350802 42.695422, 23.350689 42.694902)",Удобни,3.0,София,Line 80,,,
"LINESTRING (23.349655 42.695625, 23.349768 42.69499)",Удобни,3.0,София,Line 81,,,
"LINESTRING (23.350764 42.69571, 23.350495 42.696458)",Удобни,3.0,София,Line 82,,,
"LINESTRING (23.371357 42.650163, 23.371631 42.650345, 23.372259 42.649875, 23.37426 42.649441, 23.374898 42.648981)",Удобни,3.0,София,Line 239,,,
"LINESTRING (23.363405 42.707899, 23.359177 42.708013, 23.359169 42.707365, 23.354578 42.70734)",Удобни,3.0,София,Line 240,,,
"LINESTRING (23.342254 42.687451, 23.34431 42.689091)",Удобни,3.0,София,Line 241,,,
"LINESTRING (23.345148 42.685389, 23.345644 42.685764, 23.347835 42.68422)",Удобни,3.0,София,Line 242,,,
"LINESTRING (23.346636 42.686593, 23.346698 42.686644, 23.343768 42.688675)",Удобни,3.0,София,Line 243,,,
"LINESTRING (23.370061 42.667768, 23.37079 42.668651, 23.371778 42.669392)",Удобни,3.0,София,Line 244,,,
"LINESTRING (23.3715 42.68659, 23.370913 42.686523, 23.37065 42.686576, 23.370242 42.687765, 23.369781 42.688436, 23.369191 42.689122, 23.368132 42.688648)",Удобни,3.0,София,Line 69,,,
"LINESTRING (23.36118 42.696084, 23.362907 42.695201, 23.363926 42.694436, 23.365364 42.693836, 23.365643 42.693529, 23.365707 42.693087, 23.364935 42.691502, 23.364903 42.691029, 23.36604 42.691069, 23.366426 42.690761, 23.368132 42.688648)",Удобни,3.0,София,Line 79,,,
"LINESTRING (23.369279 42.6769987, 23.369145 42.677018, 23.36894 42.676881, 23.368531 42.676787, 23.368329 42.676916, 23.367488 42.676282, 23.369304 42.67502, 23.36928 42.674947, 23.369291 42.674868, 23.369623 42.674596)",Удобни,3.0,София,Line 62,,,
"LINESTRING (23.327228 42.6591, 23.327741 42.659024, 23.328042 42.658669, 23.32802 42.656697)",Удобни,3.0,София,Line 25,,,
"LINESTRING (23.36192 42.672733, 23.362137 42.672484, 23.363123 42.671822, 23.363533 42.671793)",Удобни,3.0,София,Line 248,,,
"LINESTRING (23.405755 42.607981, 23.406164 42.607984, 23.406808 42.607552, 23.40637 42.605654, 23.406511 42.605351, 23.407046 42.605122, 23.40741 42.604731, 23.408182 42.604182, 23.408524 42.603486, 23.40908 42.602885, 23.409572 42.601527, 23.410407 42.601305, 23.413022 42.599156, 23.41627 42.597572, 23.420707 42.595037, 23.424 42.59142, 23.425148 42.588782, 23.427041 42.586775, 23.427022 42.585756, 23.428086 42.585278, 23.428467 42.583981, 23.428164 42.582827, 23.42767 42.582076, 23.424826 42.582964, 23.424702 42.583685, 23.424104 42.5841, 23.423064 42.584213)",Удобни,3.0,София,Панчарево,,,
"LINESTRING (23.374016 42.671121, 23.380583 42.666176, 23.377901 42.663987, 23.378041 42.662467, 23.378524 42.661957)",Удобни,3.0,София,Line 250,,,
"LINESTRING (23.3991026 42.6552803, 23.396449 42.656511, 23.395128 42.657054)",Удобни,5.0,София,Line 252,,,
"LINESTRING (23.398239 42.656407, 23.398748 42.657182, 23.398626 42.657235)",Удобни,3.0,София,Line 253,,,
"LINESTRING (23.394841 42.65961, 23.394958 42.659859, 23.39725 42.662283, 23.398054 42.663506, 23.402256 42.668012)",Удобни,3.0,София,Line 254,,,
"LINESTRING (23.391875 42.664975, 23.392265 42.66543, 23.392118 42.665625, 23.393605 42.667214, 23.392717 42.667646, 23.393967 42.669062, 23.393469 42.669268, 23.394651 42.670605, 23.394546 42.671033, 23.394073 42.671546, 23.394137 42.671729)",Удобни,3.0,София,Line 255,,,
"LINESTRING (23.375233 42.661791, 23.377006 42.660516, 23.377386 42.660488, 23.378258 42.659918, 23.378602 42.659882, 23.378808 42.660064, 23.379556 42.659574)",Удобни,3.0,София,Line 257,,,
"LINESTRING (23.381518 42.65808, 23.381711 42.65821, 23.382104 42.657945, 23.38205 42.657853, 23.382431 42.657472, 23.382514 42.657038, 23.38245 42.656371, 23.381334 42.655353, 23.380879 42.655458)",Удобни,3.0,София,Line 24,,,
"LINESTRING (23.367799 42.66761, 23.367981 42.667882, 23.368198 42.668034)",Удобни,3.0,София,Line 70,,,
"LINESTRING (23.366882 42.66772, 23.367697 42.667421, 23.367793 42.667536, 23.367799 42.66761, 23.368367 42.667531, 23.36852 42.66769, 23.36887 42.667727)",Удобни,3.0,София,Line 67,,,
"LINESTRING (23.3611726 42.6618929, 23.366887 42.665593)",Удобни,3.0,София,Line 258,,,
"LINESTRING (23.399887 42.665475, 23.400683 42.665028, 23.400001 42.664429, 23.398692 42.66407, 23.398548 42.663715, 23.398094 42.663213, 23.397683 42.662391, 23.39725 42.662283)",Удобни,3.0,София,Line 262,,,
"LINESTRING (23.394382 42.649559, 23.387778 42.655348)",Удобни,3.0,София,Line 263,,,
"LINESTRING (23.397576 42.65099, 23.3974027 42.6509093)",Удобни,3.0,София,Line 264,,,
"LINESTRING (23.386562 42.65622, 23.386172 42.656289, 23.385637 42.656688, 23.385302 42.656839, 23.384546 42.657386)",,5.0,София,Line 265,,,
"LINESTRING (23.382758 42.656401, 23.382781 42.656761, 23.382728 42.657161, 23.382613 42.65755, 23.382769 42.65768, 23.38336 42.657287, 23.383799 42.657063, 23.383949 42.657015, 23.384163 42.657049, 23.384732 42.657333)",Удобни,3.0,София,Line 266,,,
"LINESTRING (23.374487 42.664513, 23.37443 42.664822)",Удобни,3.0,София,Line 267,,,
"LINESTRING (23.40105 42.655357, 23.3984 42.656296, 23.398239 42.656407)",Удобни,3.0,София,Line 65,,,
"LINESTRING (23.400808 42.643137, 23.400698 42.643304, 23.401668 42.64419)",Удобни,3.0,София,Line 266,,,
"LINESTRING (23.414916 42.59551, 23.414527 42.595862, 23.413996 42.596193, 23.413513 42.596438, 23.412926 42.59656, 23.412651 42.596587)",Удобни,3.0,София,Line 267,,,
"LINESTRING (23.405338 42.62341, 23.405187 42.623306, 23.40501 42.622969, 23.404962 42.622799, 23.404863 42.62272, 23.404619 42.622701)",Удобни,3.0,София,Line 268,,,
"LINESTRING (23.393384 42.649348, 23.387262 42.654763, 23.385806 42.655765, 23.385911 42.655883)",Удобни,3.0,София,Line 269,,,
"LINESTRING (23.399985 42.655734, 23.400337 42.656337, 23.399934 42.656479, 23.399993 42.656538, 23.400245 42.6567)",Удобни,3.0,София,Line 270,,,
"LINESTRING (23.316972 42.681343, 23.318168 42.681655, 23.318286 42.681734, 23.318434 42.681799)",Удобни,3.0,София,Line 269,,,
"LINESTRING (23.337131 42.664456, 23.336771 42.664308, 23.335722 42.66404, 23.333794 42.663842, 23.327952 42.663827, 23.324634 42.663152, 23.324199 42.663211)",Удобни,3.0,София,Line 270,,,
"LINESTRING (23.361772 42.685685, 23.36262 42.687337)",Удобни,3.0,София,Line 271,,,
"LINESTRING (23.396319 42.661322, 23.391212 42.664004, 23.392092 42.664888, 23.391875 42.664975)",Удобни,3.0,София,Line 271,,,
"LINESTRING (23.396315 42.656564, 23.395521 42.655593, 23.395435 42.655336, 23.395435 42.655187, 23.395022 42.655171)",Удобни,3.0,София,Line 272,,,
"LINESTRING (23.380856 42.660491, 23.382283 42.659503, 23.382162 42.659396, 23.383877 42.6581643)",Удобни,3.0,София,Line 274,,,
"LINESTRING (23.375073 42.63974, 23.373178 42.639668)",Удобни,3.0,София,Line 276,,,
"LINESTRING (23.337257 42.663468, 23.337729 42.662868, 23.337864 42.662781, 23.338062 42.66275, 23.338427 42.66286, 23.33877 42.663026, 23.339172 42.663006, 23.33943 42.66303, 23.339559 42.662986, 23.339886 42.662793)",Удобни,3.0,София,Line 277,,,
"LINESTRING (23.34545 42.669419, 23.346942 42.669687, 23.348503 42.670074, 23.35122 42.671127)",Удобни,3.0,София,Line 8,,,
"LINESTRING (23.380296 42.646488, 23.38051 42.646436, 23.380872 42.646974, 23.381079 42.647105, 23.381226 42.64701, 23.381712 42.64688, 23.384988 42.646094, 23.385661 42.645733, 23.386442 42.645718, 23.387262 42.645466, 23.38808 42.645246, 23.388752 42.645325, 23.389327 42.645206)",Удобни,3.0,София,Line 36,,https://sofenhagen.com/,
"LINESTRING (23.382088 42.67201, 23.38175 42.671896, 23.380838 42.669967, 23.380656 42.669798, 23.380371 42.669652)",Удобни,3.0,София,Line 279,,,
"LINESTRING (23.397576 42.65099, 23.397498 42.651183, 23.397659 42.65177, 23.3977 42.6527655, 23.3989642 42.6528142, 23.398939 42.655184)",Удобни,3.0,София,Line 280,,,
"LINESTRING (23.395435 42.655187, 23.398939 42.655184)",Удобни,3.0,София,Line 281,,,
"LINESTRING (23.420331 42.621613, 23.420406 42.621502, 23.41615 42.615662, 23.413897 42.612196, 23.412953 42.611343, 23.412073 42.61023, 23.41191 42.610124, 23.411642 42.609987, 23.411442 42.609907, 23.408395 42.608663, 23.408073 42.608434, 23.406979 42.607541, 23.406808 42.607552)",Удобни,3.0,София,,,,
"LINESTRING (23.40916 42.596646, 23.408752 42.596595, 23.40861 42.596447, 23.408331 42.595686, 23.407296 42.595935, 23.406448 42.596488, 23.406234 42.59667, 23.405449 42.597428, 23.405138 42.597637, 23.404848 42.597751, 23.404344 42.597921, 23.404 42.598134, 23.403609 42.598466, 23.403362 42.598814, 23.403169 42.59909, 23.403153 42.599228, 23.403239 42.599347, 23.403689 42.599501, 23.404054 42.599599)",Удобни,3.0,София,Line 283,,,
"LINESTRING (23.382254 42.639344, 23.383654 42.639612, 23.383739 42.639702, 23.3901 42.638943, 23.396679 42.63861)",Удобни,3.0,София,Line 284,,,
"LINESTRING (23.406043 42.638623, 23.402267 42.637072, 23.400239 42.636749, 23.3979807 42.6369504)",Удобни,3.0,София,Line 285,,,
"LINESTRING (23.3509431 42.6609313, 23.3479602 42.6598044, 23.347424 42.65958, 23.345882 42.659065, 23.345305 42.65898, 23.344914 42.658896, 23.3424087 42.6583739)",,5.0,София,,,,
"LINESTRING (23.380713 42.674331, 23.380064 42.676008)",Удобни,3.0,София,Line 288,,,
"LINESTRING (23.372271 42.681672, 23.372825 42.681676, 23.373233 42.681921, 23.373422 42.681675, 23.373561 42.680886, 23.374325 42.680421, 23.375312 42.680375, 23.378636 42.679872)",Удобни,3.0,София,Line 289,,,
"LINESTRING (23.372817 42.633895, 23.372849 42.630177, 23.372773 42.629909)",Удобни,3.0,София,Line 290,,,
"LINESTRING (23.370633 42.637243, 23.370524 42.637301, 23.37049 42.637353, 23.370488 42.637413, 23.372438 42.640613)",Удобни,3.0,София,Line 291,,,
"LINESTRING (23.313833 42.666348, 23.315583 42.66565)",Удобни,3.0,София,Line 291,,,
"LINESTRING (23.39847 42.645823, 23.398184 42.645994, 23.396987 42.647041, 23.39681 42.647088, 23.396687 42.647213, 23.396448 42.64759, 23.396154 42.647968, 23.395981 42.648145, 23.394382 42.649559)",Удобни,3.0,София,Line 292,,,
"LINESTRING (23.418463 42.618856, 23.419847 42.617908, 23.427336 42.618461, 23.430458 42.618098, 23.434696 42.619006, 23.438634 42.619306, 23.439266 42.619203, 23.439792 42.618927, 23.4402 42.618492, 23.441541 42.61614, 23.441562 42.615287, 23.442043 42.613306, 23.442021 42.611213, 23.441592 42.610266, 23.441431 42.60845, 23.442118 42.604501, 23.442869 42.60379, 23.443362 42.603032, 23.44435 42.602843, 23.445294 42.602398, 23.446141 42.60175, 23.446732 42.600692, 23.446371 42.600252, 23.446264 42.600042, 23.446256 42.599642)",Удобни,3.0,София,Line 72,,,
"LINESTRING (23.446256 42.599642, 23.446051 42.599747, 23.44523 42.600493, 23.443857 42.601014, 23.44287 42.600762, 23.441861 42.600778, 23.44096 42.599846, 23.439544 42.59953, 23.438836 42.599135, 23.438364 42.599198, 23.438084 42.599466, 23.437698 42.600319, 23.437205 42.600477, 23.43684 42.600272, 23.43491 42.598281, 23.434781 42.597886, 23.434626 42.597772, 23.434132 42.597566, 23.434078 42.597373, 23.434175 42.59712, 23.434631 42.596844, 23.434652 42.596694, 23.434095 42.596374, 23.433987 42.596172, 23.43388 42.595474, 23.434009 42.595189, 23.4344 42.594703, 23.43476 42.594616)",,4.0,София,Line 21,,,
"LINESTRING (23.380402 42.630744, 23.380617 42.629532, 23.380705 42.62913, 23.380654 42.628782, 23.380679 42.628557, 23.381365 42.628549, 23.38128 42.627539, 23.381183 42.627357, 23.380164 42.626449, 23.380078 42.626268, 23.380003 42.625273, 23.380357 42.625257, 23.380266 42.623759)",Удобни,3.0,София,Line 293,,,
"LINESTRING (23.382801 42.622719, 23.382157 42.622142, 23.381599 42.621254, 23.381358 42.621045, 23.380038 42.620658, 23.379974 42.62035, 23.38007 42.620062, 23.380532 42.619584, 23.380553 42.619316, 23.380264 42.618377, 23.380242 42.618061, 23.380504 42.617606, 23.380477 42.61727, 23.380231 42.617069, 23.379072 42.616813, 23.377511 42.616608, 23.377033 42.616726, 23.377366 42.617172, 23.377543 42.617259, 23.378428 42.617599, 23.37875 42.617855, 23.379211 42.618009, 23.379216 42.618167)",Удобни,3.0,София,Line 294,,,
"LINESTRING (23.397268 42.613623, 23.396973 42.613609, 23.395133 42.613208, 23.394849 42.613175, 23.394315 42.613224, 23.394256 42.613303, 23.390846 42.614928, 23.391867 42.616111, 23.391897 42.616181, 23.391847 42.616239, 23.391778 42.616271)",Удобни,3.0,София,Line 295,,,
"LINESTRING (23.376319 42.622773, 23.378732 42.620792, 23.379064 42.620591, 23.379466 42.620536, 23.380038 42.620658)",Удобни,3.0,София,Line 292,,,
"LINESTRING (23.4034782 42.6652706, 23.4029632 42.6649728, 23.4020405 42.6648722, 23.4017938 42.6644028, 23.4017777 42.6642726, 23.4019762 42.6640477, 23.4020137 42.6638229, 23.400855 42.6627697, 23.4005278 42.6624265, 23.3996909 42.6617835, 23.3994012 42.6617203, 23.3982318 42.6619925, 23.398044 42.662099, 23.397683 42.662391)",Удобни,3.0,София,Line 282,,,
"LINESTRING (23.3994012 42.6617203, 23.3992772 42.6614246, 23.3988534 42.6609867)",Удобни,3.0,София,Line 283,,,
"LINESTRING (23.400683 42.665028, 23.4009345 42.6651011, 23.4014468 42.6651426)",Удобни,3.0,София,Line 284,,,
"LINESTRING (23.406511 42.605351, 23.406151 42.605117, 23.403576 42.604059)",Неасфалтирани/труднопроходими,4.0,София,Line 1,,,
"LINESTRING (23.400498 42.607499, 23.400755 42.607562, 23.401066 42.607428, 23.401227 42.60723, 23.404028 42.607657, 23.404918 42.608004, 23.405176 42.60791, 23.405755 42.607981)",Неасфалтирани/труднопроходими,4.0,София,Line 2,,,
"LINESTRING (23.343459 42.667599, 23.338792 42.67186, 23.343825 42.675865)",Неасфалтирани/труднопроходими,4.0,София,Line 4,,,
"LINESTRING (23.337131 42.664456, 23.33738 42.664558, 23.337514 42.664826, 23.337943 42.665146, 23.338367 42.665211, 23.339059 42.665126, 23.339601 42.665215, 23.340666 42.665109, 23.341152 42.665154, 23.341639 42.665154, 23.342083 42.665106, 23.342586 42.665586)",Неасфалтирани/труднопроходими,4.0,София,Алеята на север от реката,,,
"LINESTRING (23.33599 42.678152, 23.337547 42.67716, 23.33773 42.67683)",Неасфалтирани/труднопроходими,4.0,София,Line 187,,,
"LINESTRING (23.337559 42.676586, 23.338212 42.675724, 23.340667 42.673385, 23.344194 42.670699)",Неасфалтирани/труднопроходими,4.0,София,Line 188,,,
"LINESTRING (23.346269 42.677824, 23.349796 42.680524)",Неасфалтирани/труднопроходими,4.0,София,Line 86,,,
"LINESTRING (23.349315 42.675429, 23.353108 42.678496, 23.352694 42.678982, 23.351655 42.679233, 23.348215 42.681634)",Неасфалтирани/труднопроходими,4.0,София,Line 5,,,
"LINESTRING (23.316972 42.681343, 23.316344 42.680941, 23.316275 42.680831, 23.316334 42.680512, 23.316707 42.680281, 23.31684 42.679866, 23.316694 42.678552)",Неасфалтирани/труднопроходими,4.0,София,Line 90,,,
"LINESTRING (23.320589 42.681502, 23.320318 42.68096, 23.319852 42.680836, 23.319686 42.680887, 23.317864 42.679127, 23.316694 42.678552, 23.316257 42.677646, 23.315731 42.677216, 23.31407 42.676663, 23.312997 42.675913, 23.31157 42.676651)",Неасфалтирани/труднопроходими,4.0,София,Line 49,,,
"LINESTRING (23.310148 42.658043, 23.310844 42.657839, 23.312792 42.657713)",Неасфалтирани/труднопроходими,4.0,София,Line 12,,,
"LINESTRING (23.32673 42.668569, 23.326848 42.668285, 23.33202 42.669755, 23.332204 42.66971, 23.336771 42.664308)",Неасфалтирани/труднопроходими,4.0,София,Line 13,,,
"LINESTRING (23.417572 42.592431, 23.421338 42.586114, 23.421627 42.585912, 23.423064 42.584213)",Неасфалтирани/труднопроходими,4.0,София,Line 14,,,
"LINESTRING (23.3980743 42.656128, 23.398239 42.656407, 23.396918 42.657009, 23.396644 42.656727)",Неасфалтирани/труднопроходими,4.0,София,Line 15,,,
"LINESTRING (23.339886 42.662793, 23.340256 42.66275, 23.340626 42.662468, 23.340806 42.662466, 23.341018 42.66254, 23.341222 42.662566, 23.341678 42.662732, 23.341903 42.662905, 23.341769 42.663103, 23.341715 42.663442, 23.341764 42.66386, 23.341603 42.664176, 23.341399 42.664436, 23.34134 42.664606, 23.341334 42.664811, 23.341152 42.665154)",Неасфалтирани/труднопроходими,4.0,София,Line 16,,,
"LINESTRING (23.341903 42.662905, 23.342064 42.662844, 23.342608 42.662725)",Неасфалтирани/труднопроходими,4.0,София,Line 17,,,
"LINESTRING (23.428294 42.584569, 23.427984 42.584608, 23.427411 42.585251, 23.426902 42.585396, 23.425601 42.587006, 23.426392 42.587463)",Неасфалтирани/труднопроходими,4.0,София,Line 18,,,
"LINESTRING (23.344225 42.574676, 23.343903 42.57402, 23.344042 42.573175, 23.343474 42.572022, 23.343463 42.571658, 23.343635 42.571334, 23.34355 42.570907, 23.343526 42.570303, 23.343668 42.569882, 23.343668 42.569678, 23.343462 42.56956, 23.342893 42.569445, 23.342695 42.569307, 23.342528 42.569114, 23.342378 42.569042, 23.342212 42.569011, 23.342121 42.569074, 23.342397 42.569554, 23.342373 42.570097, 23.34225 42.570394, 23.341852 42.570718, 23.341611 42.571136, 23.341788 42.571401)",Неасфалтирани/труднопроходими,3.0,София,Line 18,,,
"LINESTRING (23.318564 42.667437, 23.317471 42.667275, 23.317096 42.666892, 23.316828 42.666332, 23.315583 42.66565)",Неасфалтирани/труднопроходими,4.0,София,Line 20,,,
"LINESTRING (23.391778 42.616271, 23.389283 42.617542, 23.388675 42.61796, 23.388404 42.618068, 23.388219 42.618262, 23.388042 42.618641, 23.387734 42.618907, 23.387525 42.618978, 23.387471 42.619247, 23.386017 42.619203, 23.385846 42.619168, 23.385626 42.619239, 23.385293 42.619523, 23.385164 42.619562, 23.384299 42.619297, 23.384114 42.619271, 23.382604 42.619721, 23.381853 42.619859, 23.380742 42.619851, 23.380555 42.61991, 23.380211 42.61991)",Неасфалтирани/труднопроходими,4.0,София,Line 21,,,
"LINESTRING (23.3744871 42.6645134, 23.3766124 42.6630047)",Широки/пусти тротари,5.0,София,Line 4,,,
"LINESTRING (23.3135376 42.6813392, 23.315417 42.6813502, 23.3164551 42.6814733, 23.3181583 42.6817462, 23.320374 42.6823865, 23.3205996 42.6822319)",Широки/пусти тротари,5.0,София,Line 5,,,
"LINESTRING (23.3802661 42.6237591, 23.3833077 42.6236514, 23.3835625 42.6235428, 23.3838602 42.6233554, 23.3844885 42.6233397, 23.3845019 42.6229193, 23.3838568 42.6229351, 23.3833834 42.6227338, 23.3832869 42.622716, 23.3828009 42.6227187)",Широки/пусти тротари,5.0,София,Line 1,,,
"LINESTRING (23.3845019 42.6229193, 23.3847707 42.622789, 23.3850497 42.6227772, 23.3853394 42.6228956, 23.4044587 42.6222157, 23.4045499 42.6221664, 23.4045981 42.6221062, 23.4047966 42.6220628, 23.4048878 42.6220934, 23.4050166 42.6221141, 23.4051783 42.6221872, 23.408902 42.6220587, 23.4099158 42.6220666, 23.4203313 42.6216129, 23.4203443 42.622004, 23.4195328 42.6220547, 23.4190929 42.6220449, 23.4170988 42.6221126, 23.4156256 42.6221109, 23.4098932 42.6223732, 23.4089732 42.6224463, 23.4084797 42.6224719, 23.4082276 42.622468, 23.4052023 42.6225899, 23.4051231 42.6226334, 23.4050977 42.6226896, 23.4048627 42.6227203, 23.4046187 42.6227006)",Широки/пусти тротари,5.0,София,Line 2,,,
"LINESTRING (23.3372573 42.6634676, 23.3373798 42.6645582)",Широки/пусти тротари,5.0,София,Line 3,,,
"LINESTRING (23.35854 42.651239, 23.3577028 42.6514063, 23.3566835 42.6515484, 23.356151 42.651587, 23.353251 42.651771, 23.347502 42.65211)",Широки/пусти тротари,5.0,София,Line 10,,,
"LINESTRING (23.383877 42.6581643, 23.384164 42.6580065, 23.3844456 42.6579729, 23.3848614 42.6580361, 23.3861247 42.6583241, 23.3866477 42.658541, 23.3870915 42.6588734, 23.3883333 42.6599089, 23.3886954 42.6602955, 23.3889315 42.6606348, 23.3891085 42.6609859, 23.3891997 42.6612975, 23.3891622 42.6614021, 23.3893312 42.6620144, 23.3894237 42.662113, 23.3897188 42.6629671, 23.3898851 42.6628665)",Широки/пусти тротари,5.0,София,Line 273,,,
"LINESTRING (23.337706 42.667742, 23.33799 42.670386, 23.337948 42.67066, 23.3378 42.670938, 23.336434 42.672426)",Широки/пусти тротари,5.0,София,Line 68,,,
"LINESTRING (23.342504 42.699561, 23.343797 42.69963, 23.345472 42.700508, 23.34794 42.70159, 23.350194 42.702121, 23.351654 42.702699, 23.35322 42.703404, 23.361611 42.706357, 23.363359 42.70742, 23.363664 42.707179, 23.365107 42.708041, 23.36635 42.708605, 23.367828 42.708775, 23.370203 42.708429, 23.380908 42.710381, 23.382688 42.710614, 23.390495 42.7098641, 23.3953807 42.7092181)",Широки/пусти тротари,5.0,София,бул. Владимир Вазов,,,
"LINESTRING (23.3712525 42.6718418, 23.3716027 42.6715082, 23.376213 42.67491, 23.375755 42.67487, 23.373998 42.673495, 23.372808 42.67294, 23.3685566 42.6699043, 23.3679408 42.6698097, 23.3672914 42.6698899, 23.3668594 42.6700519, 23.3654605 42.6709927)",Широки/пусти тротари,5.0,София,Line 9,,,
"LINESTRING (23.326657 42.667574, 23.326486 42.667531, 23.326141 42.668199, 23.326385 42.672095, 23.325462 42.673626, 23.325297 42.674239, 23.325217 42.675294, 23.322286 42.675188, 23.322292 42.675079, 23.322072 42.675054, 23.322089 42.674898, 23.321575 42.674884)",Неизпробвани,,София,Line 7,,https://sofenhagen.com/,
"LINESTRING (23.321698 42.67393, 23.321578 42.674772, 23.321493 42.675884, 23.321683 42.677135, 23.321801 42.677182)",Неизпробвани,,София,Line 8,,,
"LINESTRING (23.368101 42.65288, 23.368274 42.650825, 23.36966 42.649825, 23.370638 42.650656)",,3.0,София,,,,
"LINESTRING (23.37623 42.662163, 23.376362 42.662017, 23.376418 42.661544, 23.377083 42.661066, 23.37729 42.661196, 23.379797 42.659511, 23.379909 42.659535, 23.38008 42.659428, 23.380007 42.659364, 23.380283 42.659161, 23.380146 42.659033, 23.381518 42.65808)",Неизпробвани,,София,Line 16,,,
"LINESTRING (23.380623 42.660487, 23.380391 42.660711, 23.379538 42.6613, 23.379296 42.661404, 23.378524 42.661957, 23.378439 42.661907, 23.377886 42.662124, 23.377618 42.662301, 23.3776 42.662374, 23.377318 42.662547)",Неизпробвани,,София,Line 17,,,
"LINESTRING (23.308795 42.696155, 23.309184 42.696077, 23.308964 42.694914, 23.311774 42.696233, 23.312509 42.695503, 23.315041 42.696627, 23.315427 42.696635)",Неизпробвани,,София,Line 18,,,
"LINESTRING (23.35507 42.678462, 23.354944 42.678447, 23.354674 42.678583, 23.3544879 42.6787058, 23.3542642 42.6789036, 23.3542747 42.6789894)",,5.0,София,Line 20,,,
"LINESTRING (23.345138 42.652137, 23.342576 42.651464, 23.342512 42.651366, 23.342312 42.651396, 23.34232 42.651586, 23.341639 42.651652, 23.341071 42.651813, 23.339633 42.651923, 23.338818 42.652164, 23.338927 42.652421, 23.338804 42.652411, 23.337768 42.652881, 23.336374 42.653371, 23.336105 42.653367, 23.336076 42.653077, 23.335882 42.653083, 23.335824 42.652158, 23.33326 42.652718, 23.333184 42.653136, 23.330953 42.654139, 23.330803 42.654486, 23.327938 42.655938, 23.32796 42.656482)",Неизпробвани,,София,Line 21,,https://sofenhagen.com/,
"LINESTRING (23.321368 42.656823, 23.321497 42.659127, 23.321797 42.659979)",Неизпробвани,,София,Line 26,,https://sofenhagen.com/,
"LINESTRING (23.333028 42.703467, 23.329037 42.702915, 23.325133 42.702535, 23.306061 42.7057)",Неизпробвани,,София,Line 29,,https://sofenhagen.com/,
